engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,failure_prob
1,1,130.0,1300,5000,12000,10000,0,0,0,0,0,0
1,2,130.21,1342,5041,12099,10105,0,0,0,0,0,0
1,3,130.78,1382,5081,12204,10209,0,0,0,0,0,0
1,4,131.28,1425,5120,12308,10312,0,0,0,0,0,0
1,5,131.43,1469,5158,12409,10417,0,0,0,0,0,0
1,6,131.73,1509,5197,12511,10521,0,0,0,0,0,0
1,7,132.46,1550,5238,12615,10623,0,0,0,0,0,0
1,8,132.67,1590,5275,12719,10725,0,0,0,0,0,0
1,9,133.4,1634,5312,12824,10829,0,0,0,0,0,0
1,10,133.9,1678,5350,12926,10931,0,0,0,0,0,0
1,11,134.46,1721,5387,13026,11033,0,0,0,0,0,0
1,12,134.84,1762,5425,13127,11136,0,0,0,0,0,0
1,13,135.27,1802,5466,13228,11238,0,0,0,0,0,0
1,14,135.67,1842,5504,13330,11342,0,0,1,0,0,0
1,15,136.23,1885,5542,13434,11446,1,0,9,0,0,1
1,16,136.88,1925,5581,13539,11548,5,4,16,0,0,4
1,17,137.06,1969,5622,13642,11650,9,11,24,0,0,8
1,18,137.83,2012,5663,13743,11755,17,18,32,0,0,12
1,19,138.02,2052,5703,13846,11859,24,25,40,0,0,17
1,20,138.64,2095,5742,13950,11964,32,32,48,0,0,21
1,21,139.44,2136,5780,14052,12068,41,39,55,2,3,27
1,22,139.88,2176,5818,14153,12170,48,46,63,7,8,33
1,23,140.41,2217,5858,14257,12272,56,53,71,12,13,40
1,24,140.74,2259,5995,15671,13108,64,60,82,39,30,56
1,25,141.0,2302,6032,15772,13212,71,67,89,44,35,62
1,26,141.17,2345,6071,15877,13315,78,74,97,49,40,69
1,27,141.84,2385,6110,15979,13419,85,81,100,54,45,74
1,28,142.3,2426,6147,16080,13523,90,88,100,59,51,79
1,29,143.04,2466,6184,16182,13625,94,95,100,64,56,83
1,30,143.6,2508,6222,16284,13727,97,100,100,69,61,86
1,31,144.12,2550,6260,16386,13829,100,100,100,74,66,89
1,32,144.55,2594,6299,16488,13931,100,100,100,79,71,91
1,33,145.24,2637,6337,16587,14034,100,100,100,84,76,93
1,34,145.98,2681,6376,16690,14139,100,100,100,90,82,95
1,35,146.45,2723,6416,16794,14241,100,100,100,95,87,97
1,36,146.83,2765,6456,16897,14346,100,100,100,100,92,100
1,37,147.43,2809,6496,17002,14449,100,100,100,100,97,100
1,38,147.65,2852,6533,17107,14553,100,100,100,100,100,100
1,39,148.41,2895,6571,17207,14655,100,100,100,100,100,100
1,40,149.0,2936,6611,17307,14760,100,100,100,100,100,100
1,41,149.25,2976,6648,17410,14864,100,100,100,100,100,100
1,42,149.59,3019,6687,17515,14967,100,100,100,100,100,100
1,43,149.84,3062,6726,17616,15071,100,100,100,100,100,100
1,44,150.03,3102,6766,17717,15175,100,100,100,100,100,100
1,45,150.58,3145,6806,17819,15280,100,100,100,100,100,100
1,46,151.14,3185,6847,17924,15383,100,100,100,100,100,100
1,47,151.64,3228,6887,18023,15485,100,100,100,100,100,100
1,48,152.39,3271,6925,18126,15589,100,100,100,100,100,100
1,49,152.7,3311,6964,18226,15694,100,100,100,100,100,100
1,50,153.36,3355,7003,18328,15797,100,100,100,100,100,100
1,51,153.92,3395,7042,18430,15899,100,100,100,100,100,100
1,52,154.15,3436,7083,18532,16001,100,100,100,100,100,100
1,53,154.49,3480,7121,18636,16105,100,100,100,100,100,100
1,54,154.9,3522,7162,18741,16209,100,100,100,100,100,100
1,55,155.18,3563,7200,18843,16311,100,100,100,100,100,100
1,56,155.56,3604,7238,18947,16414,100,100,100,100,100,100
1,57,155.99,3646,7277,19049,16516,100,100,100,100,100,100
1,58,156.26,3690,7318,19153,16620,100,100,100,100,100,100
1,59,156.65,3733,7358,19256,16723,97,100,100,100,100,100
1,60,157.01,3773,7395,19356,16826,97,100,100,100,100,100
