engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,failure_prob
1,1,130,1300,5000,12000,10000,0,0,0,0,0,0
1,2,130.28,1343,5040,12103,10102,0,0,0,0,0,0
1,3,130.71,1384,5077,12207,10205,0,0,0,0,0,0
1,4,131.14,1424,5116,12311,10310,0,0,0,0,0,0
1,5,131.75,1466,5154,12414,10415,0,0,0,0,0,0
1,6,132.25,1509,5192,12518,10518,0,0,0,0,0,0
1,7,132.53,1549,5229,12621,10622,0,0,0,0,0,0
1,8,133.12,1592,5268,12723,10725,0,0,0,0,0,0
1,9,133.77,1635,5309,12827,10829,0,0,0,0,0,0
1,10,134.42,1678,5346,12929,10931,0,0,0,0,0,0
1,11,135.15,1721,5383,13033,11035,0,0,0,0,0,0
1,12,135.64,1764,5423,13135,11137,0,0,0,0,0,0
1,13,135.86,1805,5461,13236,11241,0,0,0,0,0,0
1,14,136.35,1845,5501,13341,11345,0,0,0.2,0,0,0
1,15,136.57,1889,5541,13440,11447,0,0,8.2,0,0,1
1,16,136.97,1933,5580,13541,11551,0,5.5,16.0,0,0,4
1,17,137.18,1976,5619,13643,11656,3.0000000000001137,12.666666666666666,23.8,0,0,7
1,18,137.58,2018,5658,13742,11759,9.666666666666876,19.666666666666668,31.6,0,0,12
1,19,138.17,2060,5699,13846,11862,19.499999999999794,26.666666666666668,39.8,0,0,17
1,20,138.61,2103,5737,13951,11967,26.833333333333563,33.833333333333336,47.4,0,0,21
1,21,138.76,2144,5776,14051,12069,29.333333333333183,40.666666666666664,55.2,2.55,3.45,26
1,22,139.24,2187,5814,14154,12174,37.333333333333485,47.833333333333336,62.8,7.7,8.7,32
1,23,139.87,2228,5853,14254,12279,47.833333333333414,54.666666666666664,70.6,12.7,13.95,39
1,24,140.25,2269,5892,14357,12383,54.16666666666667,61.5,78.4,17.85,19.15,46
1,25,140.54,2310,5930,14462,12487,58.99999999999987,68.33333333333333,86.0,23.1,24.35,52
1,26,141.24,2351,5970,14563,12591,70.66666666666683,75.16666666666667,94.0,28.15,29.55,59
1,27,142.04,2395,6008,14668,12694,83.99999999999987,82.5,100,33.4,34.7,66
1,28,142.73,2437,6047,14767,12799,95.49999999999983,89.5,100,38.35,39.95,72
1,29,143.4,2481,6087,14867,12902,100,96.83333333333333,100,43.35,45.1,77
1,30,143.73,2522,6124,14969,13005,100,100,100,48.45,50.25,79
1,31,144.05,2562,6162,15070,13110,100,100,100,53.5,55.5,81
1,32,144.36,2604,6201,15174,13212,100,100,100,58.7,60.6,83
1,33,144.91,2648,6239,15276,13317,100,100,100,63.8,65.85,85
1,34,145.21,2691,6280,15381,13419,100,100,100,69.05,70.95,88
1,35,145,2915,6319,15989,13860,100,100,100,99.45,93.0,98
1,36,145.35,2958,6358,16093,13962,100,100,100,100,98.1,99
1,37,146.03,3000,6397,16196,14064,100,100,100,100,100,100
1,38,146.28,3044,6436,16297,14166,100,100,100,100,100,100
1,39,146.68,3087,6477,16399,14269,100,100,100,100,100,100
1,40,147.43,3129,6518,16504,14371,100,100,100,100,100,100
1,41,147.96,3172,6555,16606,14474,100,100,100,100,100,100
1,42,148.54,3212,6592,16711,14577,100,100,100,100,100,100
1,43,149.31,3256,6633,16813,14682,100,100,100,100,100,100
1,44,149.83,3297,6673,16913,14787,100,100,100,100,100,100
1,45,150.26,3341,6712,17013,14889,100,100,100,100,100,100
1,46,150.59,3384,6753,17118,14992,100,100,100,100,100,100
1,47,151.35,3425,6793,17217,15096,100,100,100,100,100,100
1,48,152.09,3468,6833,17321,15200,100,100,100,100,100,100
1,49,152.62,3510,6873,17420,15302,100,100,100,100,100,100
1,50,153.27,3551,6911,17520,15404,100,100,100,100,100,100
1,51,153.63,3594,6950,17625,15507,100,100,100,100,100,100
1,52,153.87,3635,6990,17730,15609,100,100,100,100,100,100
1,53,154.45,3679,7028,17830,15712,100,100,100,100,100,100
1,54,154.67,3722,7066,17931,15814,100,100,100,100,100,100
1,55,154.88,3764,7103,18030,15919,100,100,100,100,100,100
1,56,155.23,3805,7142,18131,16023,100,100,100,100,100,100
1,57,155.99,3846,7180,18234,16127,100,100,100,100,100,100
1,58,156.63,3886,7221,18339,16231,100,100,100,100,100,100
1,59,157.34,3927,7259,18441,16333,100,100,100,100,100,100
1,60,158.12,3967,7299,18543,16437,100,100,100,100,100,100
