engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,failure_prob
1,1,130.0,1300,5000,12000,10000,0,0,0,0,0,0
1,2,130.22,1341,5038,12101,10102,0,0,0,0,0,0
1,3,131.0,1383,5079,12204,10205,0,0,0,0,0,0
1,4,131.39,1426,5117,12303,10310,0,0,0,0,0,0
1,5,131.74,1466,5158,12407,10415,0,0,0,0,0,0
1,6,132.25,1510,5195,12507,10520,0,0,0,0,0,0
1,7,132.6,1554,5234,12608,10622,0,0,0,0,0,0
1,8,138.0,2426,5771,15018,12012,12,24,13,37,20,24
1,9,138.39,2467,5808,15122,12117,12,24,13,37,20,24
1,10,139.17,2509,5847,15227,12220,12,24,13,37,20,24
1,11,139.52,2551,5886,15329,12325,12,24,13,37,20,24
1,12,140.27,2595,5926,15432,12429,13,24,13,37,20,25
1,13,140.46,2635,5964,15532,12534,12,24,13,37,20,24
1,14,140.79,2678,6005,15632,12638,12,24,15,37,20,25
1,15,141.38,2722,6044,15734,12740,14,24,22,37,20,26
1,16,141.63,2766,6081,15838,12842,17,29,30,37,20,29
1,17,142.14,2810,6121,15940,12944,23,36,38,37,20,34
1,18,142.64,2854,6162,16042,13046,30,43,46,37,20,38
1,19,143.06,2896,6199,16144,13150,37,50,54,37,20,42
1,20,143.41,2939,6237,16243,13252,45,57,61,37,20,47
1,21,143.84,2980,6278,16346,13355,52,64,69,39,23,52
1,22,144.62,3021,6315,16451,13457,61,71,77,45,28,59
1,23,145.08,3065,6356,16550,13562,69,78,85,50,33,66
1,24,145.64,3105,6395,16655,13664,77,85,93,55,39,73
1,25,146.03,3146,6433,16758,13766,84,92,100,60,44,79
1,26,146.82,3189,6470,16862,13869,92,100,100,65,49,84
1,27,147.13,3231,6508,16964,13972,100,100,100,70,54,88
1,28,147.6,3274,6549,17063,14074,100,100,100,75,59,90
1,29,148.25,3316,6589,17165,14177,100,100,100,80,64,91
1,30,148.92,3357,6630,17264,14281,100,100,100,85,70,94
1,31,149.49,3397,6669,17365,14385,100,100,100,90,75,96
1,32,149.82,3439,6709,17466,14488,100,100,100,96,80,98
1,33,150.03,3480,6746,17567,14593,100,100,100,100,85,99
1,34,150.82,3521,6787,17671,14695,100,100,100,100,90,100
1,35,150.99,3564,6828,17773,14799,100,100,100,100,95,100
1,36,151.23,3604,6866,17877,14904,100,100,100,100,100,100
1,37,152.0,3647,6905,17981,15008,100,100,100,100,100,100
1,38,152.58,3690,6945,18085,15112,100,100,100,100,100,100
1,39,153.31,3734,6982,18189,15214,100,100,100,100,100,100
1,40,153.95,3776,7023,18288,15316,100,100,100,100,100,99
1,41,154.67,3816,7060,18392,15419,100,100,100,100,100,100
1,42,154.83,3857,7097,18493,15524,100,100,100,100,100,100
1,43,155.27,3898,7134,18592,15628,100,100,100,100,100,100
1,44,155.95,3940,7172,18692,15732,100,100,100,100,100,100
1,45,156.2,3982,7213,18797,15834,100,100,100,100,100,100
1,46,156.58,4026,7251,18899,15936,100,100,100,100,100,100
1,47,157.34,4067,7292,19004,16040,100,100,100,100,100,100
1,48,157.69,4109,7331,19105,16143,100,100,100,100,100,100
1,49,158.48,4150,7371,19209,16246,100,100,100,100,100,100
1,50,159.12,4193,7410,19308,16348,100,100,100,100,100,100
1,51,159.89,4233,7448,19413,16450,100,100,100,100,100,100
1,52,160.26,4276,7485,19517,16554,100,100,100,100,100,100
1,53,161.01,4320,7523,19622,16656,100,100,100,100,100,100
1,54,161.65,4362,7561,19727,16759,100,100,100,100,100,100
1,55,162.05,4406,7599,19827,16863,100,100,100,100,100,100
1,56,162.66,4448,7636,19931,16965,100,100,100,100,100,100
1,57,162.97,4492,7677,20031,17067,100,100,100,100,100,100
1,58,163.19,4532,7718,20135,17172,100,100,100,100,100,100
1,59,163.86,4572,7756,20235,17274,100,100,100,100,100,100
1,60,164.1,4613,7795,20340,17378,100,100,100,100,100,100
