engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,failure_prob
1,1,130.0,1300,5000,12000,10000,0,0,0,0,0,0
1,2,130.65,1342,5039,12102,10104,0,0,0,0,0,0
1,3,131.31,1383,5080,12202,10207,0,0,0,0,0,0
1,4,131.83,1427,5120,12307,10310,1,0,0,0,0,0
1,5,132.43,1471,5158,12407,10414,1,0,0,0,0,0
1,6,133.02,1514,5198,12511,10518,1,0,0,0,0,0
1,7,133.41,1558,5236,12610,10621,1,0,0,0,0,0
1,8,134.18,1598,5275,12712,10724,2,0,0,0,0,0
1,9,134.77,1639,5316,12817,10827,2,0,0,0,0,0
1,10,134.99,1682,5355,12918,10931,1,0,0,0,0,0
1,11,135.64,1726,5393,13017,11034,2,0,0,0,0,0
1,12,136.42,1766,5432,13122,11139,3,0,0,0,0,0
1,13,136.97,1806,5473,13227,11242,3,0,0,0,0,0
1,14,137.67,1850,5511,13328,11345,4,0,1,0,0,0
1,15,137.92,1893,5551,13428,11447,5,0,9,0,0,2
1,16,138.67,1937,5592,13527,11551,9,5,17,0,0,5
1,17,139.07,1979,5632,13627,11655,15,12,25,0,0,9
1,18,139.45,2021,5670,13727,11757,21,19,32,0,0,13
1,19,140.2,2063,5709,13832,11861,30,26,40,0,0,18
1,20,140.49,2103,5749,13935,11965,37,33,48,0,0,23
1,21,141.15,2145,5790,14036,12067,45,40,56,1,3,28
1,22,141.88,2684,5831,14636,12606,54,61,64,15,15,42
1,23,142.18,2724,5871,14738,12711,61,68,71,20,20,48
1,24,142.76,2766,5911,14838,12813,69,75,79,25,25,55
1,25,143.15,2810,5951,14939,12916,77,82,87,30,30,61
1,26,143.63,2853,5992,15044,13021,84,89,95,35,36,68
1,27,144.36,2893,6033,15149,13124,91,96,100,40,41,74
1,28,144.64,2933,6074,15249,13226,96,100,100,45,46,77
1,29,144.82,2975,6111,15350,13329,100,100,100,50,51,80
1,30,145.14,3019,6150,15451,13432,100,100,100,56,56,82
1,31,145.88,3059,6187,15553,13535,100,100,100,61,61,84
1,32,146.55,3100,6225,15654,13637,100,100,100,66,67,86
1,33,147.06,3141,6264,15756,13740,100,100,100,71,72,88
1,34,147.44,3184,6301,15861,13843,100,100,100,76,77,90
1,35,147.93,3224,6338,15961,13945,100,100,100,81,82,92
1,36,148.58,3265,6375,16065,14049,100,100,100,86,87,94
1,37,148.74,3309,6413,16170,14153,100,100,100,91,92,96
1,38,149.39,3353,6450,16274,14258,100,100,100,96,100,100
1,39,150.09,3393,6491,16373,14361,100,100,100,100,100,100
1,40,150.33,3435,6532,16476,14465,100,100,100,100,100,100
1,41,150.77,3475,6569,16581,14570,100,100,100,100,100,100
1,42,151.16,3519,6608,16680,14673,100,100,100,100,100,100
1,43,151.55,3562,6649,16784,14777,100,100,100,100,100,100
1,44,152.3,3606,6689,16883,14880,100,100,100,100,100,100
1,45,152.74,3647,6727,16987,14983,100,100,100,100,100,100
1,46,153.15,3691,6765,17089,15086,100,100,100,100,100,100
1,47,153.8,3732,6805,17190,15188,100,100,100,100,100,100
1,48,154.14,3776,6844,17290,15291,100,100,100,100,100,100
1,49,154.72,3816,6883,17389,15393,100,100,100,100,100,100
1,50,155.44,3856,6923,17492,15498,100,100,100,100,100,100
1,51,156.04,3897,6962,17592,15601,100,100,100,100,100,100
1,52,156.84,3939,7002,17696,15706,100,100,100,100,100,100
1,53,157.11,3979,7040,17797,15808,100,100,100,100,100,100
1,54,157.67,4022,7078,17898,15911,100,100,100,100,100,100
1,55,158.29,4064,7115,18001,16014,100,100,100,100,100,100
1,56,158.58,4104,7156,18102,16116,100,100,100,100,100,100
1,57,159.27,4144,7193,18204,16218,100,100,100,100,100,100
1,58,159.99,4186,7234,18305,16320,100,100,100,100,100,100
1,59,160.72,4229,7272,18405,16425,100,100,100,100,100,100
1,60,160.99,4269,7309,18504,16527,100,100,100,100,100,100
