engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,failure_prob
1,1,130.0,1300,5000,12000,10000,0,0,0,0,0,0
1,2,130.53,1342,5040,12100,10102,0,0,0,0,0,0
1,3,130.95,1386,5077,12199,10207,0,0,0,0,0,0
1,4,131.2,1430,5118,12299,10311,0,0,0,0,0,0
1,5,131.59,1471,5158,12399,10413,0,0,0,0,0,0
1,6,132.18,1512,5199,12503,10518,0,0,0,0,0,0
1,7,132.88,1553,5236,12602,10621,0,0,0,0,0,0
1,8,133.08,1593,5273,12701,10723,0,0,0,0,0,0
1,9,133.81,1636,5311,12804,10825,0,0,0,0,0,0
1,10,134.5,1677,5349,12904,10927,0,0,0,0,0,0
1,11,134.91,1719,5388,13003,11032,0,0,0,0,0,0
1,12,137.0,1762,5639,13104,11680,4,0,5,0,8,3
1,13,137.55,1806,5677,13203,11782,4,0,5,0,8,3
1,14,137.76,1849,5718,13307,11887,4,0,7,0,8,4
1,15,138.46,1893,5755,13408,11992,7,0,14,0,8,5
1,16,138.86,1937,5795,13509,12097,10,5,22,0,8,9
1,17,139.4,1981,5832,13614,12199,16,12,30,0,8,13
1,18,139.96,2023,5871,13714,12304,23,19,38,0,8,17
1,19,140.2,2064,5912,13818,12408,30,26,46,0,8,22
1,20,140.52,2104,5952,13917,12510,37,33,53,0,8,26
1,21,140.75,2144,5989,14016,12612,44,40,61,1,11,31
1,22,141.18,2188,6028,14117,12715,52,47,69,6,17,38
1,23,141.35,2231,6065,14220,12820,59,54,77,11,22,44
1,24,141.86,2271,6102,14319,12922,67,61,85,16,27,51
1,25,142.45,2315,6142,14422,13026,75,68,92,22,32,57
1,26,143.21,2359,6181,14527,13131,83,75,100,27,37,64
1,27,143.99,2403,6221,14627,13235,90,82,100,32,43,69
1,28,144.64,2446,6262,14730,13340,96,89,100,37,48,74
1,29,145.1,2489,6300,14835,13445,100,96,100,42,53,78
1,30,145.57,2531,6337,14936,13547,100,100,100,47,58,80
1,31,146.1,2572,6377,15036,13649,100,100,100,52,63,82
1,32,146.37,2614,6415,15141,13751,100,100,100,57,68,84
1,33,146.68,2654,6452,15240,13856,100,100,100,62,74,86
1,34,146.97,2698,6489,15341,13960,100,100,100,67,79,88
1,35,147.59,2741,6529,15445,14064,100,100,100,73,84,91
1,36,148.04,2784,6569,15545,14166,100,100,100,78,89,93
1,37,148.42,2824,6607,15645,14268,100,100,100,83,94,95
1,38,148.66,2867,6645,15745,14371,100,100,100,88,100,97
1,39,148.89,2907,6683,15848,14473,100,100,100,93,100,98
1,40,149.12,2951,6724,15951,14577,100,100,100,100,100,99
1,41,149.3,2995,6761,16050,14682,100,100,100,100,100,100
1,42,149.94,3035,6799,16154,14786,100,100,100,100,100,100
1,43,150.66,3077,6838,16257,14888,100,100,100,100,100,100
1,44,150.89,3117,6877,16356,14992,100,100,100,100,100,100
1,45,151.64,3161,6914,16460,15095,100,100,100,100,100,100
1,46,151.83,3203,6953,16565,15200,100,100,100,100,100,100
1,47,152.51,3245,6992,16670,15304,100,100,100,100,100,100
1,48,153.18,3288,7032,16769,15407,100,100,100,100,100,100
1,49,153.61,3330,7070,16868,15511,100,100,100,100,100,100
1,50,154.09,3372,7108,16967,15615,100,100,100,100,100,100
1,51,154.45,3416,7145,17066,15720,100,100,100,100,100,100
1,52,154.79,3458,7182,17169,15822,100,100,100,100,100,100
1,53,155.55,3500,7220,17274,15925,100,100,100,100,100,100
1,54,155.84,3540,7260,17373,16030,100,100,100,100,100,100
1,55,156.25,3582,7298,17477,16135,100,100,100,100,100,100
1,56,157.05,3625,7338,17578,16240,100,100,100,100,100,99
1,57,157.78,3668,7375,17680,16345,100,100,100,100,100,99
1,58,158.21,3710,7416,17779,16447,100,100,100,100,100,99
1,59,158.64,3752,7455,17879,16551,100,100,100,100,100,99
1,60,159.2,3792,7496,17978,16654,100,100,100,100,100,99
