engine,month,noise,egt,ff,n1,n2,fp_noise,fp_egt,fp_ff,fp_n1,fp_n2,failure_prob
1,1,130.0,1300,5000,12000,10000,0,0,0,0,0,0
1,2,130.66,1344,5040,12104,10103,0,0,0,0,0,0
1,3,130.98,1388,5077,12208,10207,0,0,0,0,0,0
1,4,131.15,1429,5118,12311,10311,0,0,0,0,0,0
1,5,131.93,1470,5159,12412,10416,0,0,0,0,0,0
1,6,132.39,1512,5196,12516,10520,0,0,0,0,0,0
1,7,132.76,1552,5234,12616,10622,0,0,0,0,0,0
1,8,133.56,1592,5272,12721,10727,0,0,0,0,0,0
1,9,134.1,1636,5312,12822,10830,0,0,0,0,0,0
1,10,138.0,2057,5752,14275,12448,9,10,11,22,23,17
1,11,138.52,2101,5789,14380,12550,9,11,11,22,23,18
1,12,139.26,2141,5829,14480,12652,10,10,11,22,23,18
1,13,139.69,2184,5868,14582,12755,10,11,11,22,23,18
1,14,139.93,2227,5906,14682,12859,10,11,12,22,23,18
1,15,140.4,2267,5943,14782,12962,12,10,20,22,23,19
1,16,140.9,2309,5982,14881,13067,15,15,27,22,23,22
1,17,141.09,2351,6022,14981,13169,20,22,35,22,23,26
1,18,141.69,2394,6059,15086,13272,27,30,43,22,23,31
1,19,141.84,2434,6098,15187,13376,34,36,51,22,23,35
1,20,142.5,2477,6136,15289,13479,42,43,59,22,23,40
1,21,143.24,2517,6176,15393,13584,51,50,66,24,27,46
1,22,143.67,2559,6213,15496,13688,58,57,74,29,32,52
1,23,144.31,2601,6251,15595,13791,67,64,82,34,37,59
1,24,144.57,2643,6289,15696,13895,74,71,90,39,42,65
1,25,144.85,2687,6327,15795,13997,81,79,97,44,47,72
1,26,145.02,2731,6368,15898,14102,88,86,100,49,53,77
1,27,145.22,2774,6409,15998,14206,93,93,100,54,58,82
1,28,145.5,2814,6450,16099,14310,100,100,100,59,63,86
1,29,145.77,2856,6488,16201,14413,100,100,100,64,68,88
1,30,146.15,2899,6529,16300,14518,100,100,100,70,73,91
1,31,146.41,2940,6567,16403,14620,100,100,100,75,78,92
1,32,146.87,2982,6608,16508,14722,100,100,100,80,84,95
1,33,147.24,3023,6645,16612,14824,100,100,100,85,89,97
1,34,147.56,3065,6686,16714,14927,100,100,100,90,94,99
1,35,147.86,3105,6726,16817,15032,100,100,100,95,100,100
1,36,148.22,3145,6766,16916,15135,100,100,100,100,100,100
1,37,148.72,3186,6803,17019,15239,100,100,100,100,100,100
1,38,149.0,3229,6843,17119,15343,100,100,100,100,100,100
1,39,149.38,3271,6881,17219,15446,100,100,100,100,100,100
1,40,150.0,3315,6920,17323,15550,100,100,100,100,100,99
1,41,150.69,3356,6958,17427,15655,100,100,100,100,100,100
1,42,151.29,3399,6996,17527,15758,100,100,100,100,100,100
1,43,151.96,3443,7037,17626,15860,100,100,100,100,100,100
1,44,152.54,3486,7076,17730,15962,100,100,100,100,100,100
1,45,152.92,3530,7114,17834,16065,100,100,100,100,100,100
1,46,153.41,3571,7153,17935,16167,100,100,100,100,100,100
1,47,154.07,3614,7191,18036,16272,100,100,100,100,100,100
1,48,154.49,3655,7228,18135,16376,100,100,100,100,100,100
1,49,154.87,3695,7268,18240,16481,100,100,100,100,100,100
1,50,155.17,3737,7308,18339,16586,100,100,100,100,100,100
1,51,155.35,3780,7349,18439,16690,100,100,100,100,100,100
1,52,155.76,3820,7387,18543,16792,100,100,100,100,100,100
1,53,156.5,3861,7425,18643,16896,100,100,100,100,100,100
1,54,157.14,3903,7465,18743,17001,100,100,100,100,100,100
1,55,157.3,3946,7504,18845,17103,100,100,100,100,100,100
1,56,158.02,3989,7541,18944,17205,100,100,100,100,100,100
1,57,158.52,4033,7581,19049,17310,100,100,100,100,100,100
1,58,158.99,4073,7619,19150,17412,100,100,100,100,100,100
1,59,159.57,4113,7656,19255,17517,100,100,100,100,100,100
1,60,160.13,4154,7695,19360,17620,100,100,100,100,100,100
